stevilka,ime,tema,podtema,leto,st_kock,st_minifigur,dostopnost,msrp,vrednost
6268.0,Renegade Runner,Pirates,,1993,178,4,Retired,34.98,644.23
6268.0,Renegade Runner,Pirates,,1993,178,4,Retired,34.98,644.23
6271.0,Imperial Flagship,Pirates,Imperial Guards,1992,317,4,Retired,43.99,
6273.0,Rock Island Refuge,Pirates,,1991,381,7,Retired,58.08,
6277.0,Imperial Trading Post,Pirates,Imperial Guards,1992,608,9,Retired,74.79,
6278.0,Enchanted Island,Pirates,Islanders,1994,428,7,Retired,58.08,
6279.0,Skull Island,Pirates,,1995,378,6,Retired,46.64,659.12
6280.0,Armada Flagship,Pirates,Imperial Armada,1996,284,3,Retired,43.99,704.0
6281.0,Pirates Perilous Pitfall,Pirates,,1997,395,6,Retired,64.24,
6282.0,Stringer,HERO Factory,,2012,42,0,Retired,9.99,43.86
6283.0,Voltix,HERO Factory,,2012,61,0,Retired,9.99,28.93
6286.0,Skull's Eye Schooner,Pirates,,1993,912,9,Retired,111.32,
6286.0,Skull's Eye Schooner,Pirates,,1993,912,9,Retired,111.32,
6289.0,Red Beard Runner,Pirates,,1996,703,7,Retired,87.12,614.42
6290.0,Red Beard Runner,Pirates,,2001,698,7,Retired,87.99,847.82
6291.0,Armada Flagship,Pirates,,2001,280,3,Retired,43.99,444.71
6292.0,Enchanted Island,Pirates,Islanders,2001,419,7,Retired,61.59,827.45
6293.0,Furno,HERO Factory,,2012,56,0,Retired,12.99,49.34
6296.0,Shipwreck Island,Pirates,,1996,216,4,Retired,26.18,333.1
6299.0,Pirates Advent Calendar,Pirates,Seasonal,2009,148,8,Retired,19.99,74.63
6314.0,City People,Town,Accessories,1992,33,6,Retired,6.38,33.42
6318.0,"Flowers, Trees and Fences",Town,Accessories,1996,49,0,Retired,3.95,30.65
6319.0,Trees and Fences,Town,Accessories,1993,37,0,Retired,10.99,23.53
6319.0,Trees and Fences,Town,Accessories,1993,37,0,Retired,10.99,23.53
6320.0,Junction Road Plates,Town,Accessories,1997,2,0,Retired,5.27,27.42
6321.0,Curved Road Plates,Town,Accessories,1997,2,0,Retired,5.27,26.45
6322.0,Straight Road Plates,Town,Accessories,1997,2,0,Retired,5.27,28.14
6323.0,Cross Road Plates,Town,Accessories,1997,2,0,Retired,6.15,14.65
6324.0,Chopper Cop,Town,Police,1998,17,1,Retired,2.63,12.43
6325.0,Package Pick-Up,Town,Vehicles,1998,28,1,Retired,4.18,20.33
6326.0,Town Folk,Town,Accessories,1998,35,6,Retired,5.27,30.92
6327.0,Turbo Champ,Town,Vehicles,1998,48,2,Retired,8.79,14.49
6328.0,Helicopter Transport,Town,Police,1998,102,2,Retired,13.19,49.95
6329.0,Truck Stop,Town,City,1998,137,3,Retired,21.99,71.3
6330.0,Cargo Center,Town,City,1998,242,5,Retired,43.78,90.19
6331.0,Patriot Jet,Town,Flight,1996,161,2,Retired,14.52,100.89
6332.0,Command Post Central,Town,Police,1998,272,7,Retired,52.79,124.16
6333.0,Race and Chase,Town,Vehicles,1998,50,2,Retired,5.25,17.44
6334.0,Wave Jump Racers,Town,Leisure,1996,181,4,Retired,17.59,92.31
6335.0,Indy Transport,Town,Racing,1996,397,3,Retired,26.39,338.74
6336.0,Launch Response Unit,Town,Launch Command,1995,185,2,Retired,14.52,87.12
6337.0,Fast Track Finish,Town,Racing,1996,339,6,Retired,39.99,303.8
6338.0,Hurricane Harbor,Town,Coastguard,1995,364,3,Retired,43.56,334.03
6339.0,Shuttle Launch Pad,Town,Launch Command,1995,564,4,Retired,58.08,290.97
6340.0,Hook & Ladder,Town,Fire,1994,177,2,Retired,17.59,93.17
6341.0,Gas N' Go Flyer,Town,Flight,1994,106,2,Retired,11.66,98.25
6342.0,Beach Rescue Chopper,Town,Coastguard,1993,147,3,Retired,15.4,78.31
6342.0,Beach Rescue Chopper,Town,Coastguard,1993,147,3,Retired,15.4,78.31
6344.0,Jet Speed Justice,Town,Police,1993,157,2,Retired,18.47,175.99
6344.0,Jet Speed Justice,Town,Police,1993,157,2,Retired,18.47,175.99
6345.0,Aerial Acrobats,Town,Flight,1993,351,6,Retired,29.91,217.07
6345.0,Aerial Acrobats,Town,Flight,1993,351,6,Retired,29.91,217.07
6346.0,Shuttle Launching Crew,Town,Flight,1992,408,5,Retired,33.88,297.0
6347.0,Monorail Accessory Track,Town,Monorail,1991,54,0,Retired,34.99,413.58
6348.0,Surveillance Squad,Town,Police,1994,311,3,Retired,29.03,208.21
6350.0,Pizza To Go,Town,Shops and Services,1994,152,3,Retired,13.19,281.24
6351.0,Surf N' Sail Camper,Town,Leisure,1992,188,2,Retired,16.72,127.91
6352.0,Cargomaster Crane,Town,Vehicles,1991,140,1,Retired,11.22,172.99
6353.0,Coastal Cutter,Town,Coastguard,1991,185,2,Retired,16.72,288.27
6354.0,Pursuit Squad,Town,Police,1990,171,3,Retired,13.64,104.74
6375.0,Trans Air Carrier,Town,Flight,1990,208,2,Retired,17.15,215.38
6376.0,Breezeway Café,Town,Shops and Services,1990,183,5,Retired,20.23,298.76
6389.0,Fire Control Center,Town,Fire,1990,533,4,Retired,45.75,347.15
6396.0,International Jetport,Town,Flight,1990,541,8,Retired,61.38,511.02
6397.0,Gas N' Wash Express,Town,Shops and Services,1992,470,3,Retired,45.75,282.55
6398.0,Central Precinct HQ,Town,Police,1993,615,5,Retired,64.24,445.43
6398.0,Central Precinct HQ,Town,Police,1993,615,5,Retired,64.24,445.43
6399.0,Airport Shuttle,Town,Monorail,1990,767,9,Retired,123.19,
6400.0,Go-Kart,Town,Racing,1997,23,1,Retired,1.75,7.19
6401.0,Seaside Cabana,Town,Paradisa,1992,45,2,Retired,11.99,47.75
6402.0,Sidewalk Café,Town,Paradisa,1994,47,2,Retired,6.38,62.76
6403.0,Paradise Playground,Town,Paradisa,1993,94,3,Retired,11.66,118.66
6403.0,Paradise Playground,Town,Paradisa,1993,94,3,Retired,11.66,118.66
6404.0,Carriage Ride,Town,Paradisa,1996,62,2,Retired,7.7,70.58
6405.0,Sunset Stables,Town,Paradisa,1992,133,2,Retired,14.07,73.19
6406.0,Go-Kart,Town,Racing,1997,23,1,Retired,1.75,14.39
6407.0,Fire Chief,Town,Fire,1997,26,1,Retired,4.83,27.5
6409.0,Island Arcade,Town,Paradisa,1993,145,5,Retired,18.47,100.51
6409.0,Island Arcade,Town,Paradisa,1993,145,5,Retired,18.47,100.51
6410.0,Cabana Beach,Town,Paradisa,1994,152,4,Retired,22.44,167.6
6411.0,Sand Dollar Café,Town,Paradisa,1992,168,5,Retired,26.18,263.55
6414.0,Dolphin Point,Town,Paradisa,1995,207,4,Retired,29.03,786.74
6415.0,Res-Q Jet-Ski,Town,Res-Q,1998,18,1,Retired,1.75,3.12
6416.0,Poolside Paradise,Town,Paradisa,1992,229,4,Retired,33.88,362.63
6417.0,Show Jumping Event,Town,Paradisa,1997,36,1,Retired,3.51,42.05
6418.0,Country Club,Town,Paradisa,1996,280,5,Retired,36.95,234.07
6419.0,Rolling Acres Ranch,Town,Paradisa,1992,364,3,Retired,40.48,258.79
6420.0,Mail Carrier,Town,Postal,1998,12,1,Retired,1.75,30.64
6422.0,Telephone Repair,Town,Maintenance,1998,43,1,Retired,7.7,36.55
6423.0,Mini Tow Truck,Town,City,2000,35,1,Retired,4.39,7.74
6424.0,Rig Racers,Town,Vehicles,1998,101,3,Retired,17.59,38.15
6425.0,TV Chopper,Town,City,1999,37,1,Retired,3.51,21.29
6426.0,Super Cycle Center,Town,City,1998,137,4,Retired,26.39,217.18
6427.0,Road Signs,Town,Accessories,1999,43,0,Retired,5.27,36.73
6428.0,Wave Saver,Town,Res-Q,1998,18,1,Retired,1.75,9.3
6429.0,Blaze Responder,Town,City,1999,45,2,Retired,11.43,53.81
6430.0,Night Patroller,Town,Police,1991,140,1,Retired,21.99,192.73
6431.0,Road Rescue,Town,Res-Q,1998,48,1,Retired,3.51,19.35
6432.0,Speedway Transport,Town,City,1999,134,2,Retired,19.35,51.69
6433.0,Coast Watch,Town,City,1999,90,3,Retired,26.39,55.23
6434.0,Roadside Repair,Town,City,1999,210,5,Retired,43.99,47.68
6435.0,Coast Guard HQ,Town,City,1999,219,6,Retired,58.08,142.08
6436.0,Go-Kart,Town,Racing,1999,22,1,Retired,1.75,8.25
6437.0,Beach Buggy,Town,City,1999,28,1,Retired,2.63,12.62
6439.0,Mini Dumper,Town,City,1999,30,1,Retired,2.63,12.5
6440.0,Jetport Fire Squad,Town,Fire,1991,159,2,Retired,24.2,225.71
6441.0,Deep Sea Refuge,Town,Divers,1997,449,5,Retired,52.79,264.4
6442.0,Sting Ray Explorer,Town,Divers,1997,152,3,Retired,17.59,118.97
6444.0,Outback Airstrip,Town,Outback,1997,167,3,Retired,17.59,178.45
6445.0,Emergency Evac,Town,Res-Q,1998,101,1,Retired,7.03,51.45
6446.0,Crane Truck,Town,City,1999,26,1,Retired,1.75,14.18
6447.0,Dumper,Town,City,1999,49,2,Retired,2.63,37.21
6451.0,River Response,Town,Res-Q,1998,153,3,Retired,17.59,87.21
6452.0,Mini Rocket Launcher,Town,Space Port,1999,32,1,Retired,2.63,21.52
6453.0,Com-Link Cruiser,Town,Space Port,1999,60,1,Retired,5.27,30.96
6454.0,Countdown Corner,Town,Space Port,1999,133,1,Retired,17.59,62.92
6455.0,Space Simulation Station,Town,Space Port,1999,245,3,Retired,26.39,101.35
6456.0,Mission Control,Town,Space Port,1999,494,4,Retired,70.39,518.57
6457.0,Astronaut Figure,Town,Space Port,1999,18,1,Retired,1.75,20.53
6458.0,Satellite with Astronaut,Town,Space Port,1999,32,1,Retired,2.63,30.8
6459.0,Fuel Truck,Town,Space Port,1999,112,2,Retired,13.19,35.5
6461.0,Surveillance Chopper,Town,Space Port,1999,30,1,Retired,2.63,11.08
6462.0,Aerial Recovery,Town,Res-Q,1998,194,3,Retired,21.99,105.6
6463.0,Lunar Rover,Town,Space Port,1999,36,1,Retired,3.51,67.95
6464.0,Super Rescue Complex,Town,City,1999,334,6,Retired,66.87,602.92
6465.0,Space Port Jet,Town,Space Port,1999,66,1,Retired,8.79,36.7
6467.0,Power Pitstop,Town,City,1999,66,2,Retired,8.79,68.23
6468.0,Tow-n-Go Value Pack,Town,City,1999,50,2,Retired,6.15,7.72
6469.0,Space Port Value Pack,Town,Value Packs,1999,130,0,Retired,8.79,131.34
6470.0,Mini Dump Truck,Town,City,2000,25,1,Retired,2.63,9.38
6471.0,4WD Police Patrol,Town,City,2000,30,1,Retired,4.39,11.94
6472.0,Gas N' Wash Express,Town,Shops and Services,2001,470,3,Retired,49.99,219.28
6473.0,Res-Q Cruiser,Town,Res-Q,1998,305,3,Retired,34.99,131.29
6474.0,4-Wheeled Front Shovel,Town,City,2000,52,1,Retired,12.99,17.22
6477.0,Fire Fighters' Lift Truck,Town,City,2000,114,3,Retired,17.59,40.32
6478.0,Fire Fighters' HQ,Town,City,2000,237,4,Retired,43.99,82.7
6479.0,Emergency Response Center,Town,Res-Q,1998,423,5,Retired,52.79,298.56
6483.0,Coastal Patrol,Town,Police,1994,243,3,Retired,42.23,197.01
6484.0,F1 Hauler,Town,Rescue,1995,269,3,Retired,43.56,216.31
6486.0,Fire Engine,Town,Fire,1997,66,1,Retired,8.79,37.68
6487.0,Mountain Rescue,Town,Outback,1997,68,1,Retired,5.27,50.75
6489.0,Seaside Holiday Cottage,Town,Paradisa,1997,86,2,Retired,11.66,125.58
6490.0,Amazon Crossing,Town,Outback,1997,116,1,Retired,13.19,111.24
6491.0,Rocket Racer,Time Cruisers,,1996,58,1,Retired,3.95,79.53
6492.0,Hypno Cruiser,Time Cruisers,,1996,157,2,Retired,19.35,85.07
6493.0,Flying Time Vessel,Time Cruisers,,1996,237,2,Retired,38.72,97.47
6494.0,Magic Mountain Time Lab,Time Cruisers,,1996,504,4,Retired,56.31,362.89
6495.0,Time Tunnelator,Time Cruisers,Time Twisters,1997,81,1,Retired,8.79,44.67
6496.0,Whirling Time Warper,Time Cruisers,Time Twisters,1997,152,2,Retired,19.35,123.02
6497.0,Twisted Time Train,Time Cruisers,Time Twisters,1997,300,4,Retired,33.88,134.49
6498.0,Go-Kart,Town,Racing,1999,22,1,Retired,1.75,4.43
6499.0,Time Tunnelator,Time Cruisers,Time Twisters,1997,81,1,Retired,8.79,40.1
6508.0,Wave Racer,Town,Boats,1990,37,1,Retired,2.63,123.51
6509.0,Red Devil Racer,Town,Racing,1991,39,1,Retired,1.75,34.96
6510.0,Mud Runner,Town,Vehicles,1991,34,1,Retired,2.86,36.66
6511.0,Rescue Runabout,Town,Fire,1992,38,1,Retired,6.15,15.33
6512.0,Landscape Loader,Town,Construction,1992,37,1,Retired,2.86,31.46
6513.0,Glade Runner,Town,Boats,1993,31,1,Retired,2.86,21.23
6513.0,Glade Runner,Town,Boats,1993,31,1,Retired,2.86,21.23
6514.0,Trail Ranger,Town,Vehicles,1994,36,1,Retired,2.86,36.56
6515.0,Stunt Copter,Town,Flight,1994,35,1,Retired,2.86,20.34
6516.0,Moon Walker,Town,Launch Command,1995,34,1,Retired,2.63,30.8
6517.0,Water Jet,Town,Leisure,1996,29,1,Retired,2.63,29.22
6518.0,Baja Buggy,Town,Coastguard,1996,37,1,Retired,3.07,10.42
6519.0,Turbo Tiger,Town,Race,2000,47,1,Retired,4.39,15.89
6520.0,Mobile Outpost,Town,Arctic,2000,218,2,Retired,26.39,228.0
6525.0,Blaze Commander,Town,Fire,1995,50,1,Retired,3.95,25.19
6529.0,Ultra Lite I,Town,Flight,1990,35,2,Retired,3.51,68.55
6530.0,Sport Coupe,Town,Vehicles,1990,43,1,Retired,2.86,85.82
6531.0,Flame Chaser,Town,Fire,1991,55,1,Retired,6.59,44.21
6532.0,Diesel Dumper,Town,Construction,1991,46,1,Retired,4.83,43.95
6533.0,Police 4x4,Town,Police,1992,62,1,Retired,3.96,49.36
6534.0,Beach Bandit,Town,Leisure,1992,44,1,Retired,4.18,38.15
6535.0,Dumper,Town,Construction,1995,42,1,Retired,3.95,39.2
6536.0,Aero Hawk,Town,Flight,1993,48,1,Retired,3.95,28.31
6536.0,Aero Hawk,Town,Flight,1993,48,1,Retired,3.95,28.31
6537.0,Hydro Racer,Town,Boats,1994,50,1,Retired,3.95,22.13
6538.0,Rebel Roadster,Town,Vehicles,1994,57,1,Retired,3.95,43.93
6539.0,Victory Cup Racers,Town,Racing,1993,458,4,Retired,36.95,167.17
6539.0,Victory Cup Racers,Town,Racing,1993,458,4,Retired,36.95,167.17
6540.0,Pier Police,Town,Police,1991,352,4,Retired,38.72,348.33
6541.0,Intercoastal Seaport,Town,Boats,1991,545,5,Retired,56.1,698.46
6542.0,Launch & Load Seaport,Town,Boats,1991,1080,7,Retired,78.76,
6543.0,Sail N' Fly Marina,Town,Boats,1994,709,7,Retired,74.79,494.12
6544.0,Shuttle Transcon 2,Town,Launch Command,1995,342,3,Retired,33.88,170.9
6545.0,Search N' Rescue,Town,Police,1996,286,3,Retired,23.32,194.45
6546.0,Slick Racer,Town,Racing,1996,39,1,Retired,3.51,34.58
6547.0,Fun Fair,Town,Paradisa,1997,193,5,Retired,24.2,343.69
6548.0,Octan Gas Station,Town,City,1997,125,3,Retired,21.11,50.84
6549.0,Roadblock Runners,Town,Vehicles,1997,183,4,Retired,26.39,115.86
6550.0,Outback Racer,Town,Outback,1997,49,1,Retired,3.51,43.11
6551.0,Checkered Flag 500,Town,Racing,1992,193,6,Retired,23.32,121.93
6552.0,Rocky River Retreat,Town,Leisure,1993,241,2,Retired,26.18,184.21
6552.0,Rocky River Retreat,Town,Leisure,1993,241,2,Retired,26.18,184.21
6553.0,Crisis News Crew,Town,Outback,1997,136,3,Retired,10.55,43.43
6554.0,Blaze Brigade,Town,Fire,1997,255,4,Retired,38.72,108.09
6555.0,Sea Hunter,Town,Divers,1997,30,1,Retired,3.95,32.57
6556.0,Scuba Squad,Town,Divers,1997,77,2,Retired,7.7,35.23
6557.0,Treasure Hunters,Town,Divers,1997,150,3,Retired,19.35,263.99
6558.0,Shark Cage Cove,Town,Divers,1997,187,3,Retired,26.39,170.17
6559.0,Deep Sea Bounty,Town,Divers,1997,348,5,Retired,38.72,308.0
6560.0,Diving Expedition Explorer,Town,Divers,1997,471,7,Retired,69.52,374.23
6561.0,Hot Rod Club,Town,Vehicles,1994,237,3,Retired,23.32,189.11
6562.0,Gas Stop Shop,Town,Shops and Services,1995,221,3,Retired,21.11,132.6
6563.0,Gator Landing,Town,Leisure,1996,233,3,Retired,24.2,141.06
6564.0,Recycle Truck,Town,Maintenance,1997,35,1,Retired,6.38,22.11
6565.0,Construction Crew,Town,Construction,1997,78,3,Retired,14.52,40.63
6566.0,Bank,Town,City,1997,99,2,Retired,13.19,94.54
6567.0,Speed Splash,Town,Extreme Team,1998,29,1,Retired,2.63,17.57
6568.0,Drag Race Rally,Town,Extreme Team,1998,292,4,Retired,26.39,71.58
6569.0,Polar Explorer,Town,Value Packs,2000,78,0,Retired,8.79,35.2
6571.0,Flame Fighters,Town,Fire,1994,428,4,Retired,48.39,320.46
6572.0,Wind Runners,Town,Extreme Team,1998,52,2,Retired,5.27,21.92
6573.0,Arctic Expedition,Town,Arctic,2000,121,2,Retired,13.19,147.4
6575.0,Polar Base,Town,Arctic,2000,441,6,Retired,52.79,221.63
6577.0,Snow Scooter,Town,Arctic,2000,21,1,Retired,1.75,13.25
6578.0,Polar Explorer,Town,Arctic,2000,22,1,Retired,,22.17
6579.0,Ice Surfer,Town,Arctic,2000,43,1,Retired,4.39,22.8
6580.0,Land Jet 7,Town,Extreme Team,1998,109,2,Retired,10.55,47.81
6581.0,Dig 'N' Dump,Town,Construction,1996,127,2,Retired,11.66,75.83
6582.0,Daredevil Flight Squad,Town,Extreme Team,1998,287,3,Retired,26.39,142.3
6584.0,Extreme Team Challenge,Town,Extreme Team,1998,350,4,Retired,43.99,518.86
6585.0,Hang-Glider,Town,Extreme Team,1998,19,1,Retired,2.19,25.57
6586.0,Polar Scout,Town,Arctic,2000,56,1,Retired,4.39,43.57
6589.0,Radical Racer,Town,Extreme Team,1998,82,1,Retired,8.79,36.9
6592.0,Vacation Hideaway,Town,Leisure,1990,111,2,Retired,24.99,202.18
6593.0,Blaze Battler,Town,Fire,1991,126,1,Retired,13.19,74.94
6594.0,Gas Transit,Town,Vehicles,1992,124,1,Retired,11.66,89.01
6595.0,Surf Shack,Town,Leisure,1993,93,3,Retired,14.07,56.39
6595.0,Surf Shack,Town,Leisure,1993,93,3,Retired,14.07,56.39
6596.0,Wave Master,Town,Boats,1995,134,1,Retired,10.55,57.2
6597.0,Century Skyway,Town,Flight,1994,894,12,Retired,95.92,405.64
6598.0,Metro PD Station,Town,Police,1996,552,8,Retired,58.08,
6599.0,Shark Attack,Town,Divers,1997,58,2,Retired,8.79,68.58
6600.2,Highway Construction,Town,City,2000,317,5,Retired,70.39,172.57
6602.2,Scorpion Buggy,Town,Race,2000,78,1,Retired,8.79,19.18
6614.0,Launch Evac 1,Town,Launch Command,1995,122,1,Retired,8.14,78.73
6615.0,Eagle Stunt Flyer,Town,Flight,1996,76,1,Retired,7.7,61.31
6616.0,Rocket Dragster,Town,Race,2000,147,1,Retired,17.59,37.39
6617.0,Tough Truck Rally,Town,Race,2000,383,4,Retired,43.99,44.48
6618.0,Blue Racer,Town,Race,2000,23,1,Retired,1.75,7.38
6619.0,Red Four Wheel Driver,Town,Race,2000,20,1,Retired,1.75,27.57
6620.0,Ultimate Accessory Set,Bionicle,Accessories,2006,500,0,Retired,26.39,339.86
6625.0,Speed Trackers,Town,Police,1996,62,2,Retired,5.94,67.11
6626.2,Snow Scooter,Town,Arctic,2000,20,1,Retired,1.75,14.95
6636.0,Command Post Central,Town,Police,2002,273,7,Retired,57.2,175.37
6637.0,Ultimate Battle Set,Bionicle,Accessories,2005,190,0,Retired,52.79,70.95
6638.0,Ultimate Creatures Accessory Set,Bionicle,Accessories,2006,300,0,Retired,17.59,528.0
6639.0,Raven Racer,Town,Racing,1995,66,1,Retired,6.38,34.99
6644.0,Road Rebel,Town,Vehicles,1990,68,1,Retired,5.27,104.45
6645.0,Street Sweeper,Town,Maintenance,1991,65,2,Retired,6.15,158.79
6646.0,Screaming Patriot,Town,Racing,1991,65,1,Retired,5.94,54.91
6648.0,Mag Racer,Town,Racing,1992,62,1,Retired,6.38,25.39
6649.0,Street Sweeper,Town,Maintenance,1995,63,1,Retired,5.94,66.8
6662.0,Backhoe,Town,Construction,1992,85,1,Retired,6.38,65.81
6663.0,Wave Rebel,Town,Vehicles,1993,79,1,Retired,6.38,41.02
6663.0,Wave Rebel,Town,Vehicles,1993,79,1,Retired,6.38,41.02
6664.0,Chopper Cops,Town,Police,1993,67,2,Retired,6.38,62.26
6664.0,Chopper Cops,Town,Police,1993,67,2,Retired,6.38,62.26
6665.0,River Runners,Town,Leisure,1994,77,3,Retired,6.38,35.84
6666.0,Ambulance,Town,Medical,1994,79,2,Retired,8.14,100.27
6667.0,Pothole Patcher,Town,Maintenance,1993,97,1,Retired,8.14,99.04
6667.0,Pothole Patcher,Town,Maintenance,1993,97,1,Retired,8.14,99.04
6668.0,Recycle Truck,Town,Maintenance,1992,109,1,Retired,8.14,87.23
6669.0,Diesel Daredevil,Town,Vehicles,1991,90,1,Retired,7.7,70.66
6670.0,Rescue Rig,Town,Vehicles,1993,114,1,Retired,8.14,67.93
6670.0,Rescue Rig,Town,Vehicles,1993,114,1,Retired,8.14,67.93
6672.0,Safari Off-Road Vehicle,Town,Vehicles,1990,67,2,Retired,2.86,451.78
6673.0,Solo Trainer,Town,Flight,1990,74,1,Retired,7.03,352.0
6679.0,Dark Shark,Town,Boats,1991,83,2,Retired,15.99,80.78
6704.0,Minifig Pack,Space,Miscellaneous,1991,44,6,Retired,4.39,296.16
6705.0,Space Explorers,Space,Miscellaneous,1994,39,5,Retired,5.27,114.66
6706.0,Frontier Patrol,Western,Cowboys,1997,30,3,Retired,5.27,91.59
6707.0,Green Buggy,Town,Race,2000,23,1,Retired,1.75,6.79
6709.0,Tribal Chief,Western,Indians,1997,16,1,Retired,3.51,57.84
6710.0,Space Landing Pads,Space,Blacktron 2,1991,2,0,Retired,8.79,41.77
6712.0,Sheriff's Showdown,Western,Cowboys,1996,28,2,Retired,4.99,89.82
6713.0,Grip 'n' Go Challenge,Town,Race,2000,291,3,Retired,26.39,37.4
6714.0,Speed Dragster,Town,Race,2000,80,1,Retired,13.19,23.21
6716.0,Covered Wagon,Western,Cowboys,1996,64,1,Retired,9.99,168.04
6718.0,Raindance Ridge,Western,Indians,1997,74,2,Retired,7.03,78.32
6719.0,Brachiosaurus,Dinosaurs,,2001,25,0,Retired,8.79,85.34
6720.0,Tyrannosaurus Rex,Dinosaurs,,2001,23,0,Retired,8.79,79.19
6721.0,Mosasaurus,Dinosaurs,,2001,26,0,Retired,8.79,128.33
6722.0,Styracosaurus,Dinosaurs,,2001,19,0,Retired,8.79,56.91
6731.0,Skateboarding Pepper,Island Xtreme Stunts,,2002,11,1,Retired,3.51,21.77
6732.0,Brickster's Trike,Island Xtreme Stunts,,2002,12,1,Retired,3.51,12.71
6733.0,Snap's Cruiser,Island Xtreme Stunts,,2002,19,1,Retired,3.51,8.79
6734.0,Beach Cruisers,Island Xtreme Stunts,,2002,53,2,Retired,6.15,16.18
6735.0,Air Chase,Island Xtreme Stunts,,2002,85,2,Retired,8.79,18.84
6736.0,Beach Lookout,Island Xtreme Stunts,,2002,87,2,Retired,11.43,39.34
6737.0,Wake Rider,Island Xtreme Stunts,,2002,93,2,Retired,11.43,28.88
6738.0,Skateboard Challenge,Island Xtreme Stunts,,2002,108,3,Retired,17.59,77.47
6739.0,Truck & Stunt Trikes,Island Xtreme Stunts,,2002,199,3,Retired,26.39,48.25
6740.0,Xtreme Tower,Island Xtreme Stunts,,2002,330,6,Retired,43.99,95.64
6741.0,Mini Jet,Creator,,2009,63,0,Retired,5.27,10.79
6742.0,Mini Off-Roader,Creator,,2009,64,0,Retired,4.99,9.37
6743.0,Street Speeder,Creator,,2009,165,0,Retired,9.99,21.42
6745.0,Propeller Power,Creator,,2009,247,0,Retired,19.99,30.8
6746.0,Chief's Tepee,Western,Indians,1997,134,3,Retired,17.59,218.13
6747.0,Race Rider,Creator,,2009,266,0,Retired,19.99,54.27
6748.0,Boulder Cliff Canyon,Western,Indians,1997,256,6,Retired,39.99,351.12
6751.0,Fiery Legend,Creator,,2009,479,0,Retired,34.99,61.26
6752.0,Fire Rescue,Creator,,2009,771,0,Retired,49.99,107.67
6753.0,Highway Transport,Creator,,2009,1294,0,Retired,79.99,153.15
6754.0,Family Home,Creator,,2009,976,0,Retired,62.99,132.45
6755.0,Sheriff's Lock-Up,Western,Cowboys,1996,176,4,Retired,24.99,457.99
6758.0,Grow Caterpillar Grow!,Duplo,,2012,17,0,Retired,14.99,38.71
6759.0,Busy Farm,Duplo,,2012,15,0,Retired,7.49,28.15
6760.0,Let's Go! Wroom!,Duplo,,2012,12,0,Retired,14.99,20.64
6761.0,Bandit's Secret Hide-Out,Western,Cowboys,1996,250,5,Retired,39.99,486.92
6762.0,Fort Legoredo,Western,Cowboys,2002,673,10,Retired,87.99,612.84
6763.0,Rapid River Village,Western,Indians,2002,343,7,Retired,61.59,446.63
6764.0,Sheriff's Lock-Up,Western,Cowboys,2002,171,4,Retired,26.39,230.22
6765.0,Gold City Junction,Western,Cowboys,1996,350,6,Retired,43.99,474.23
6766.0,Rapid River Village,Western,Indians,1997,353,7,Retired,52.79,484.0
6769.0,Fort Legoredo,Western,Cowboys,1996,687,10,Retired,89.99,808.27
6771.0,Ogel Command Striker,Alpha Team,,2001,29,1,Retired,3.51,27.66
6772.0,Alpha Team Cruiser,Alpha Team,,2001,57,1,Retired,6.15,13.69
6773.0,Alpha Team Helicopter,Alpha Team,,2001,79,1,Retired,8.79,25.88
6774.0,Alpha Team ATV,Alpha Team,,2001,134,2,Retired,17.59,49.86
6775.0,Alpha Team Bomb Squad,Alpha Team,,2001,190,3,Retired,34.99,47.66
6776.0,Ogel Control Center,Alpha Team,,2001,422,3,Retired,43.99,214.17
6784.0,Creative Sorter,Duplo,,2012,23,0,Retired,24.99,22.14
6785.0,Creative Cakes,Duplo,,2012,55,0,Retired,29.99,26.86
6790.0,Bandit with Gun,Western,Cowboys,1997,21,1,Retired,1.75,35.24
6791.0,Bandit's Wheelgun,Western,Cowboys,1997,21,1,Retired,1.75,26.39
